timestamp_ms,accel_x_mps2,accel_y_mps2,accel_z_mps2
0,-0.15441444475354466,0.37052043139451063,0.5439066913811471
5,1.3611397925718018,0.11077099001705115,0.5494295940420044
10,0.6191238381174046,0.2536663263884083,0.27984438030942754
15,0.8045326825154638,1.2232837783373496,0.9763540690518167
20,0.27159303265332735,0.2954241767452382,0.20940778346733618
25,1.3444944969343942,-0.06514706141979221,0.6903034954346596
30,0.11771704518498183,0.8328040494651799,0.9144180683442819
35,0.41015619835454215,-0.05068433553278773,-0.36018048037738415
40,0.6429523611290247,0.05235604133556171,0.5206194267803221
45,1.2973168228732745,0.6033559858420807,0.7087089882904749
50,1.1250535376279518,0.2902513435939642,1.672065181504998
55,1.794543275496351,-0.3534737060280253,1.811605244874487
60,1.7974152690369256,1.6977168307786967,1.0014825030296493
65,2.238367792995828,0.6596107942155682,0.7536586531132181
70,1.2305800715707444,0.5199261096983103,1.9429631127604812
75,1.6579921050522066,-0.29259300577497394,1.1900386501159796
80,1.796093454935245,1.4563609310210541,2.033581825279098
85,0.37165752268959396,2.765130800216364,0.5202234604510276
90,1.59398171454786,1.1504844506652,1.1587831873299879
95,1.3429325833844188,2.05363845754719,0.449078180321414
100,1.3336546166861387,1.2850973358159887,-0.2349377930358174
105,1.5419976127054604,0.8083429905379476,1.7583396260014112
110,0.43213591191168627,1.3922780083619235,1.1885452324503585
115,0.34974196030545623,0.7698870491088178,-0.07487850351115777
120,-0.22571924610015848,0.7166204421258977,0.8768298043018647
125,0.5623593147959051,-0.12187357114328884,0.8246886891500521
130,-0.35779144616424685,0.7064797348376675,1.1290196062608218
135,0.48271771118274076,0.4816106989898682,0.644921685685321
140,-0.6371272172125498,0.20529987581548917,-0.12090738514358768
145,-0.3931068336270206,0.23165727137405848,0.16947255800639213
150,-0.5304493000395512,0.6318168471816132,0.14013721542742175
155,0.19356053698440773,0.9231647941651309,1.1094960244727416
160,0.9001372996740841,0.3405182681473497,0.23050664160682174
165,0.2778818802557056,1.3990321035505189,0.422176240260304
170,-1.215151897166217,1.0389488226389623,0.7826285282441583
175,0.38235870448283876,0.6176552350498777,-0.030827421477175487
180,-0.4499455218779513,-0.12043972123117619,-0.1287399456925149
185,-0.02347147179665085,0.13604840622918515,0.7497827963694901
190,0.3866095967638381,0.3409584161175623,0.7687936913871112
195,0.48154070977894103,-0.011868050517480216,-1.2546385510727323
200,0.02228949518856918,-0.2892055412810116,-0.07187237823000653
205,-0.2880212853432627,0.3969536184561927,0.18417169072177755
