timestamp_ms,accel_x_mps2,accel_y_mps2,accel_z_mps2
0,1.376205463641667,1.7163062958567843,1.2245793196328225
5,1.5516669973486508,1.4873421383148329,1.2205485728040406
10,1.431951561814101,1.607476998663701,1.741352879691191
15,1.426434526408319,1.329945283660831,1.0747080584005564
20,1.3164589406775888,1.3415588931323301,1.7535020235832692
25,1.6375571985507336,1.2315846004214641,1.9506310141039793
30,1.4353604029809277,0.8309555091254627,1.5714872442207088
35,1.5901680666987645,1.4598150531344656,0.7862713461204349
40,1.3413810194413764,1.7277645796700871,1.3694843475588205
45,1.2151983893859564,1.7428535629939614,1.5923541425798613
50,1.9903008595834346,1.852064009745896,2.040706495201834
55,2.025194366376547,1.185257594522215,1.2225224305672613
60,1.3943105644291394,1.166363097123351,1.2876676728171779
65,1.1825258168960735,1.6774226509656478,1.1200704893163895
70,1.4656658829099745,1.4458243163410918,1.485395550782503
75,1.5173027528126735,1.7779872674033357,0.8470740528641175
80,1.4753780964048535,1.3457748617895466,1.435270320511496
85,1.7513203037075653,1.670740204379149,1.3269943714227905
90,2.1639468450974055,0.9872166920540811,2.2594833045782594
95,1.6187244247776318,1.5430504371815998,1.4972403453737617
100,1.708996926198256,1.4579349526705665,1.7585970677721474
105,1.3628381565470287,1.5295068103418457,1.7865198258218529
110,2.073656573048802,1.2048995509737361,1.5857891982744974
115,1.2936977639170384,1.951327225208002,1.5027347116234693
120,1.5548504989914136,1.2667979683347417,1.468922048425792
125,1.368574601577169,1.31565736478906,1.1949687338343848
130,1.3299258191435517,2.2260340626220034,1.4539849858750504
135,1.683363985788893,1.5778975298737095,1.404843282835752
140,1.7871644935432993,1.4841514073616653,0.9529174590618215
145,1.4476425758832816,1.5971183435513534,1.2763522017012907
150,1.2964993702202494,1.5236732822686416,2.1578979459493675
155,1.7067668707064148,1.4413621591248003,1.5174535813250807
160,1.5647579128430256,1.0257664278534073,1.5702270434917371
165,1.7792951057695274,1.2899336478348529,1.7106221801091104
170,1.699840077882642,1.921276329029165,1.399100292679575
175,1.9878993873018496,1.8716188119973658,1.6423150408039195
180,1.7164312141096212,1.6150148691279744,1.5459829912815546
185,1.5459373928264448,0.8734253096074037,1.2542285070202486
190,1.3923434643577919,1.9519216331574525,1.0761606472479537
195,1.6099391425313954,1.024106262340296,1.531893089201396
200,1.1394625152244098,1.4703832057906456,1.3281752923358914
205,1.3750497133297854,1.590961689174132,1.2864127771567908
210,1.1793664537030513,1.5330320640857842,1.424979772024626
215,1.419694951406643,1.0706568979520414,1.5374288913950958
220,0.8264230512806977,1.4350017679456415,1.7606915946881627
225,1.5881136835837124,1.5026713564357757,1.8817707537812156
230,1.6074582593571287,1.1949424201204162,1.2859646780406124
235,1.6376503656551054,1.2304231103996863,1.2173202926480222
240,1.1466871859992485,1.5472384933342942,1.4830475601080215
245,1.911507964577339,1.527222850684017,1.1028512944726587
250,1.241721734172398,1.467635904855363,1.4480468655600762
255,1.2245734285273693,1.4328196237204238,1.5729023734790801
260,1.5848612278666332,2.0029003019776095,1.0629725469735545
265,1.2521631453997615,1.506692853735955,1.0775056572204573
270,1.1600911101106122,1.1356519178701032,1.215126046526982
275,1.1919354692525754,1.7563901176159635,2.032691322370567
280,1.1164894193370194,1.4324545897365581,1.1328915362323089
285,1.6830614457529676,2.167662279149117,1.1969302312620025
290,1.575448938072338,2.0877621675982123,1.8570929395061118
295,1.434834447855138,1.814202758392894,1.7956146269233948
300,2.0098217272836782,1.1044474443375374,1.7179312878447306
305,1.165091490166789,1.2497473155115713,1.505075642286196
310,1.3536449477702532,1.2399878602450483,1.44101977267668
315,2.1270987571808018,1.4833534084143254,1.631337565855663
320,1.5523199101621221,1.6097885034633026,1.635075662346982
325,1.9446825366307867,1.9661301324552785,2.000476931015789
330,1.1738287631508377,1.5127077494159955,1.5591248876956652
335,1.7576560547994937,1.1906897678980495,1.299797403645734
340,1.6219636658332828,1.4983011716025625,1.6455253234019094
345,1.3890586078226181,1.3800270877577139,1.145520698516421
350,1.3073846773974869,1.5847613498280528,1.2710309852657673
355,1.6401422361697777,1.2881726957960724,2.0565608793353247
360,1.284562208451799,1.8148622787660087,1.5085204952970863
365,1.3911224987575745,1.454170092638411,1.2278178914498903
370,1.4666412747645032,1.2471199453963937,1.7043828958752716
375,1.2387315794677538,1.5707505909836912,2.2025550200888406
380,1.9938152991874327,1.523490971773243,1.4903444695425534
385,1.7061890879673236,1.234198213199475,1.0234876871324583
390,1.1869409301971097,1.0191720559193165,1.0903524560747204
395,1.8097838627193594,1.4089121625368526,1.2514204314170785
400,1.5788628359226213,1.6751290503762446,1.0770683214770995
405,1.593539507683325,1.8150596575952542,1.5213866881469842
410,1.7418855102860764,1.016988241127274,1.4468762657346896
415,1.1820441296941682,1.116755902283356,1.4644423889175209
420,1.2004625182562016,1.6841126214156266,1.013616328305866
425,1.3686120390673497,1.308766636711111,1.7122284996847246
430,1.4231670205987927,1.750849819798362,1.951203139723502
435,1.672632236742756,1.5481532759743455,1.6360485646925014
440,1.6961753666967205,1.4489843850565838,1.9128194122827418
445,1.6548934657621577,1.2593071973669199,1.1976944931621203
450,1.1988959531778502,1.7821740797772532,1.6741650670776083
455,1.6108704081110716,1.7118603690186451,1.845312879659295
460,1.152660320273518,1.557399168397572,0.948594211859413
465,2.194406711708566,1.1279538564747078,1.0012476340242316
470,1.319048490117899,1.320721068288603,1.747194439096609
475,1.7935801772003215,1.4159674046984403,1.4977716584610905
480,1.4480807229722936,1.367725483116967,1.439796610773199
485,0.7064525169084491,0.8768329274351904,1.0693759004580219
490,1.3670000527126935,1.5122556694858644,1.0850610609406621
495,1.6518159473653948,1.5967981446231267,1.590592338965807
500,1.4809620933632643,1.6810107983542726,1.7226035241418134
505,1.4879671526794793,1.7519410768157155,1.868961014191796
510,1.8956544992900004,1.7459733412736085,0.9788964104204881
515,1.918920872962866,1.4584673462727076,1.3835802955645682
520,1.4465066407687932,1.4350641398935902,1.7106281149844011
525,1.5953504121432631,1.3592803041731474,2.102576820286668
530,1.7525389304842738,1.4848823073715733,1.246459772341628
535,0.9906237298391624,2.192561562080613,1.3525168998140025
540,1.4298794778990624,1.3300349517879142,1.4366257732256087
545,1.403857072998544,1.7269961809254222,1.5262656743899525
550,1.0009137870416713,2.0370928827798296,1.377555520937225
555,1.5558074616284423,1.3491875087430665,1.7016695553095122
560,1.8161881009810905,1.5483522217326529,1.4516443419482519
565,1.8809899135057577,1.5991604781239326,1.4568728879065949
570,2.025293959048371,1.0938885617669536,1.44408558499151
575,1.675180327844697,1.3507971990760976,1.5917189941998136
580,1.7868051755923102,1.5702689936165548,1.0172472122532896
585,1.19841383461163,0.744782491536905,2.0149239852965666
590,1.1952353437119643,1.5091965235013314,1.5448002989477916
