timestamp_ms,grip_force_N
0.0,19.187863669696164
5.0,18.518343191370583
10.0,18.77310878006753
15.0,18.052732155670427
20.0,16.03718694707065
25.0,16.16553799574952
30.0,15.194277355713547
35.0,14.449127046855343
40.0,14.32901231871738
45.0,14.69748655697272
50.0,14.600306082941861
55.0,13.491735440902772
60.0,11.904271147921069
65.0,11.759800813829496
70.0,10.35121727070946
75.0,9.48950601099853
80.0,8.692908397105473
85.0,8.453314354671145
90.0,7.4810121845754365
95.0,7.40080514787806
100.0,31.755179827433448
105.0,28.75428109861851
110.0,27.675718856771674
115.0,27.751382965354054
120.0,24.927174314543716
125.0,23.090241073090947
130.0,24.608292419741655
135.0,23.38673022229142
140.0,20.609795556059083
145.0,22.181930277308957
150.0,20.07510371512644
155.0,20.08159311420068
160.0,19.0959882579128
165.0,18.674347282095386
170.0,17.763569929612824
175.0,17.043829143881705
180.0,16.23955198435171
185.0,15.17947772734394
190.0,15.297830371262112
195.0,14.576888824979992
200.0,13.8496885928317
205.0,13.917103521377664
210.0,13.867310138659084
215.0,14.12916543568222
220.0,11.999901323334331
225.0,11.274218297657372
230.0,11.414358765588059
235.0,11.271176068780786
240.0,11.288398169213727
245.0,10.873961643998813
250.0,10.46717452843021
255.0,9.911510099296388
260.0,9.613480903169123
265.0,9.588466187095843
270.0,9.860102797989143
275.0,9.030775779438144
280.0,9.055506106080687
285.0,8.711017481682415
290.0,7.617686772518498
295.0,8.121512807871445
300.0,9.452895076865719
305.0,8.031449207965576
310.0,7.736715744208594
315.0,6.980368337250553
320.0,8.241753664919065
325.0,7.307205982362355
330.0,7.02328236835344
335.0,7.845926445355194
340.0,7.7599114702776335
345.0,7.83876569254056
350.0,6.975896537524375
355.0,6.2286630740762154
360.0,6.6863743233928945
365.0,7.047632541347317
370.0,6.673543183007078
375.0,6.595445772225003
380.0,6.158939342652792
385.0,6.862008967944571
390.0,6.257447922078915
395.0,6.905669487419898
400.0,4.775036605065537
405.0,4.687563129649957
410.0,5.619530546936415
415.0,4.856477503866068
420.0,5.820388908120796
425.0,5.743550564175592
430.0,5.483698949353643
435.0,4.718959215822766
440.0,4.115822078382038
445.0,5.013523047834044
450.0,4.724138015564987
455.0,4.115263308146322
460.0,5.775850181832985
465.0,5.24057218171912
470.0,5.2357655150703835
475.0,4.7653878302031085
480.0,5.112836634898893
485.0,5.1516777790631005
490.0,5.190691150719953
495.0,5.3327827048686265
500.0,5.39422697502751
505.0,4.640962557567546
510.0,4.075257064995559
515.0,5.440900917139633
520.0,6.193409520209525
525.0,5.1180172451355626
530.0,5.346275909566505
535.0,4.860280616331706
540.0,4.434093741974248
545.0,4.861137881917196
550.0,5.440674630346184
555.0,5.730932283484422
560.0,5.520135703995124
565.0,4.449885197560278
570.0,4.304663714499329
575.0,5.043017273560006
580.0,5.575137562420155
585.0,4.637415006131557
590.0,5.603892670261145
595.0,5.129324189543629
600.0,5.31966728067537
605.0,6.17799415463857
610.0,4.724954805609086
615.0,5.305710267154696
620.0,3.76859540443361
625.0,5.369968071895881
630.0,5.465051844794009
635.0,4.767865878253842
640.0,5.0315476545227025
645.0,3.8912889595240854
650.0,5.257415142172992
655.0,4.503609917386504
660.0,5.306619375699658
665.0,4.972803487739554
670.0,4.284990908065118
675.0,4.788941412362593
680.0,4.684315722118841
685.0,5.712228522560322
690.0,4.306608863434663
695.0,5.317764017633638
700.0,4.867172734686658
705.0,4.568707887701019
710.0,5.310803847640643
715.0,5.053389301952391
720.0,4.842823181446999
725.0,4.775075729590407
730.0,4.978697664095526
735.0,5.01733241957348
740.0,5.525945061847725
745.0,5.435616886533538
750.0,5.69169641249748
755.0,4.760927765823649
760.0,5.050439766592778
765.0,5.654438251675123
770.0,5.016288461900536
775.0,5.903545915680505
780.0,4.839177090552729
785.0,5.114965909125525
790.0,5.13661669756659
795.0,5.247195436494967
800.0,5.333116324272711
805.0,4.99425358985655
810.0,5.287748593485815
815.0,5.082336565471773
820.0,4.656722381436702
825.0,5.004682449589508
830.0,5.38060575264281
835.0,5.3933816547413596
840.0,6.035958677517675
845.0,5.490872324567489
850.0,5.237034903169088
855.0,5.8384447320718555
860.0,4.307418585243921
865.0,4.763436310566253
870.0,5.841618796073601
875.0,5.2965603321980215
880.0,5.494346483082997
885.0,4.675522117164828
890.0,5.442253786503162
895.0,5.605905669609582
900.0,4.725245072532067
905.0,5.307506477893948
910.0,5.01642281164396
915.0,5.623282914645202
920.0,5.302065976918876
925.0,4.533956974348672
930.0,4.9552318512671585
935.0,5.541101401543022
940.0,4.747822540180379
945.0,4.556814626122013
950.0,5.742660583990026
955.0,5.004925916997033
960.0,4.708669327764355
965.0,4.328658802734657
970.0,4.758964379398594
975.0,4.577348464256286
980.0,5.607940217070043
985.0,5.054534674325959
990.0,5.096139425258452
995.0,6.027516684573434
1000.0,5.474914039407992
1005.0,4.448618040168076
1010.0,5.2194192168555045
1015.0,5.523187570764345
1020.0,4.76464226695658
1025.0,5.481358188299675
1030.0,4.363583933165779
1035.0,5.271029395574976
1040.0,5.221446351887918
1045.0,5.426521700484678
1050.0,4.564057674951057
1055.0,5.611681365071496
1060.0,5.692044238121107
1065.0,6.311624021317245
1070.0,22.60147649914188
1075.0,23.969135508266262
1080.0,23.657980368640022
1085.0,24.52545061553169
1090.0,23.649341658688442
1095.0,23.22125268521295
1100.0,22.36633564634991
1105.0,22.979993281127587
1110.0,23.326916072996763
1115.0,24.606032392064105
1120.0,23.296003268350177
1125.0,24.98978315107449
1130.0,22.49872412260332
1135.0,24.261382178504586
1140.0,22.30754377833527
1145.0,22.20069619661503
1150.0,22.06125319017024
1155.0,23.9279041574134
1160.0,22.331670972944057
1165.0,23.565226942139777
1170.0,23.12701961205463
1175.0,21.019012474168555
1180.0,23.977254368053877
1185.0,22.99000483348548
1190.0,21.94867905650854
1195.0,22.860119152447176
1200.0,23.15385061685704
1205.0,23.06628716519994
1210.0,23.127235751729557
1215.0,23.779215129877493
1220.0,22.29154036299419
1225.0,21.473746898023236
1230.0,21.924635963611834
1235.0,21.47974363314575
1240.0,20.80600255378361
1245.0,20.82432697636001
1250.0,21.089385770275555
1255.0,20.596901885500166
1260.0,20.928285303115764
1265.0,19.96954708476645
1270.0,20.654879757525556
1275.0,20.166194224552083
1280.0,19.898729274238185
1285.0,19.018349525218667
1290.0,19.412589044985722
1295.0,18.928989701539365
1300.0,17.458610764346204
1305.0,17.171358503321073
1310.0,16.708509102453505
1315.0,16.544064872796834
1320.0,15.694729206163512
1325.0,14.696655281387336
1330.0,14.410694437972008
1335.0,13.900851026318325
1340.0,11.8661768049576
1345.0,11.612681447142327
1350.0,10.552833567101533
1355.0,7.92302059428201
1360.0,7.088122921944731
1365.0,4.98088488439433
1370.0,21.04744836577433
1375.0,20.78369587405418
1380.0,21.73415499648248
1385.0,20.79785181554593
1390.0,19.27657321991716
1395.0,18.737161945117045
1400.0,18.227626770971142
1405.0,18.10458185512696
1410.0,16.851239261632184
1415.0,16.342017005267028
1420.0,14.496324492527444
1425.0,16.54577465365552
1430.0,14.564852436691131
1435.0,15.373050045522684
1440.0,14.012857811943269
1445.0,14.842427959815549
1450.0,13.08285860224844
1455.0,13.153938966683336
